x,y,pest_class,pest_class_num
-105.05,37.35,11–20,3
-104.95,37.35,1,1
-103.75,37.35,1,1
-103.65,37.35,1,1
-94.95,37.35,1,1
-94.85,37.35,1,1
-94.75,37.35,1,1
-93.95,37.35,1,1
-93.35,37.35,2–10,2
-91.95,37.35,11–20,3
-91.55,37.35,1,1
-91.45,37.35,1,1
-89.15,37.35,2–10,2
-89.05,37.35,2–10,2
-88.95,37.35,>20,4
-88.75,37.35,2–10,2
-88.65,37.35,2–10,2
-88.45,37.35,2–10,2
-88.05,37.35,1,1
-87.35,37.35,2–10,2
-85.75,37.35,1,1
-82.25,37.35,1,1
-80.85,37.35,1,1
-80.65,37.35,1,1
-80.55,37.35,>20,4
-80.45,37.35,2–10,2
-80.35,37.35,>20,4
-80.25,37.35,2–10,2
-80.15,37.35,1,1
-80.05,37.35,2–10,2
-78.65,37.35,2–10,2
-78.15,37.35,1,1
-77.65,37.35,2–10,2
-77.55,37.35,11–20,3
-77.35,37.35,11–20,3
-77.25,37.35,11–20,3
-76.95,37.35,1,1
-76.85,37.35,2–10,2
-76.75,37.35,11–20,3
-76.65,37.35,2–10,2
-76.55,37.35,11–20,3
-76.25,37.35,2–10,2
-76.05,37.35,1,1
-75.95,37.35,2–10,2
-8.75,37.35,2–10,2
-8.64999999999998,37.35,1,1
-8.54999999999998,37.35,1,1
-8.44999999999999,37.35,1,1
-8.34999999999999,37.35,1,1
-8.14999999999998,37.35,1,1
-7.94999999999999,37.35,2–10,2
-7.84999999999999,37.35,1,1
-7.75,37.35,2–10,2
-7.44999999999999,37.35,>20,4
-7.34999999999999,37.35,>20,4
-7.25,37.35,>20,4
-6.94999999999999,37.35,>20,4
-6.75,37.35,>20,4
-6.64999999999998,37.35,>20,4
-6.54999999999998,37.35,11–20,3
-6.44999999999999,37.35,>20,4
-6.34999999999999,37.35,>20,4
-6.25,37.35,>20,4
-5.34999999999999,37.35,>20,4
-5.25,37.35,2–10,2
-5.14999999999998,37.35,11–20,3
-5.04999999999998,37.35,11–20,3
-4.75,37.35,>20,4
-4.64999999999998,37.35,>20,4
-4.54999999999998,37.35,>20,4
-4.34999999999999,37.35,>20,4
-4.25,37.35,>20,4
-3.75,37.35,>20,4
-3.64999999999998,37.35,>20,4
-3.54999999999998,37.35,>20,4
-3.44999999999999,37.35,>20,4
-3.34999999999999,37.35,>20,4
-3.25,37.35,>20,4
-2.94999999999999,37.35,>20,4
-2.84999999999999,37.35,>20,4
-2.75,37.35,>20,4
-2.64999999999998,37.35,>20,4
-2.54999999999998,37.35,>20,4
-2.44999999999999,37.35,>20,4
-1.94999999999999,37.35,>20,4
-1.84999999999999,37.35,>20,4
-1.75,37.35,>20,4
-1.64999999999998,37.35,>20,4
13.35,37.35,1,1
13.65,37.35,1,1
15.05,37.35,1,1
21.65,37.35,1,1
22.75,37.35,1,1
26.75,37.35,1,1
126.45,37.35,2–10,2
126.75,37.35,2–10,2
126.85,37.35,2–10,2
126.95,37.35,2–10,2
127.05,37.35,>20,4
127.15,37.35,>20,4
127.25,37.35,2–10,2
127.35,37.35,1,1
127.95,37.35,1,1
128.05,37.35,1,1
128.15,37.35,1,1
128.35,37.35,2–10,2
128.55,37.35,1,1
128.65,37.35,11–20,3
128.85,37.35,1,1
128.95,37.35,2–10,2
129.05,37.35,1,1
129.15,37.35,1,1
129.25,37.35,2–10,2
138.55,37.35,1,1
139.65,37.35,1,1
140.35,37.35,1,1
140.55,37.35,>20,4
140.65,37.35,11–20,3
140.95,37.35,>20,4
-122.45,37.25,11–20,3
-122.35,37.25,>20,4
-122.25,37.25,11–20,3
-122.15,37.25,>20,4
-122.05,37.25,>20,4
-121.95,37.25,>20,4
-121.75,37.25,>20,4
-121.65,37.25,>20,4
-121.55,37.25,2–10,2
-120.95,37.25,2–10,2
-120.85,37.25,1,1
-120.55,37.25,2–10,2
-119.25,37.25,2–10,2
-119.15,37.25,2–10,2
-118.95,37.25,2–10,2
-118.85,37.25,2–10,2
-118.75,37.25,1,1
-118.55,37.25,2–10,2
-117.95,37.25,1,1
-115.15,37.25,1,1
-115.05,37.25,1,1
-113.75,37.25,1,1
-113.65,37.25,1,1
-113.45,37.25,1,1
-113.35,37.25,1,1
-113.15,37.25,1,1
-113.05,37.25,2–10,2
-112.95,37.25,>20,4
-112.85,37.25,1,1
-109.75,37.25,1,1
-108.55,37.25,1,1
-108.45,37.25,2–10,2
-107.85,37.25,2–10,2
-107.65,37.25,1,1
-107.55,37.25,1,1
-106.75,37.25,1,1
-106.55,37.25,1,1
-106.45,37.25,2–10,2
-105.15,37.25,1,1
-94.75,37.25,1,1
-93.95,37.25,1,1
-93.45,37.25,1,1
-93.35,37.25,2–10,2
-92.95,37.25,1,1
-91.25,37.25,1,1
-90.85,37.25,1,1
-90.55,37.25,1,1
-89.55,37.25,1,1
-89.45,37.25,1,1
-89.25,37.25,1,1
-89.15,37.25,1,1
-89.05,37.25,2–10,2
-88.95,37.25,1,1
-88.85,37.25,2–10,2
-87.45,37.25,1,1
-87.35,37.25,1,1
-87.25,37.25,1,1
-87.05,37.25,2–10,2
-86.95,37.25,1,1
-86.25,37.25,1,1
-82.35,37.25,1,1
-82.25,37.25,1,1
-80.35,37.25,>20,4
-80.15,37.25,1,1
-80.05,37.25,2–10,2
-79.85,37.25,2–10,2
-78.15,37.25,1,1
-77.55,37.25,11–20,3
-77.35,37.25,2–10,2
-77.15,37.25,1,1
-76.95,37.25,1,1
-76.85,37.25,1,1
-76.55,37.25,>20,4
-76.05,37.25,11–20,3
-75.95,37.25,1,1
-8.84999999999999,37.25,1,1
-8.75,37.25,1,1
-8.64999999999998,37.25,1,1
-8.54999999999998,37.25,1,1
-8.44999999999999,37.25,11–20,3
-8.34999999999999,37.25,2–10,2
-8.14999999999998,37.25,1,1
-8.04999999999998,37.25,2–10,2
-7.84999999999999,37.25,1,1
-7.44999999999999,37.25,>20,4
-7.34999999999999,37.25,>20,4
-7.25,37.25,>20,4
-7.14999999999998,37.25,11–20,3
-7.04999999999998,37.25,>20,4
-6.94999999999999,37.25,>20,4
-6.84999999999999,37.25,>20,4
-6.75,37.25,>20,4
-6.64999999999998,37.25,>20,4
-6.44999999999999,37.25,>20,4
-6.34999999999999,37.25,>20,4
-6.25,37.25,>20,4
-6.14999999999998,37.25,2–10,2
-6.04999999999998,37.25,2–10,2
-5.94999999999999,37.25,2–10,2
-5.34999999999999,37.25,11–20,3
-5.25,37.25,>20,4
-5.14999999999998,37.25,>20,4
-5.04999999999998,37.25,>20,4
-4.75,37.25,>20,4
-4.64999999999998,37.25,>20,4
-4.44999999999999,37.25,>20,4
-4.34999999999999,37.25,>20,4
-3.54999999999998,37.25,>20,4
-3.44999999999999,37.25,>20,4
-3.34999999999999,37.25,>20,4
-3.25,37.25,>20,4
-3.14999999999998,37.25,>20,4
-3.04999999999998,37.25,>20,4
-2.94999999999999,37.25,>20,4
-2.84999999999999,37.25,>20,4
-2.75,37.25,>20,4
-2.64999999999998,37.25,>20,4
-2.54999999999998,37.25,>20,4
-2.44999999999999,37.25,>20,4
-2.04999999999998,37.25,>20,4
-1.75,37.25,2–10,2
21.65,37.25,1,1
21.85,37.25,1,1
127.05,37.25,11–20,3
127.15,37.25,11–20,3
127.25,37.25,2–10,2
127.35,37.25,2–10,2
127.55,37.25,1,1
127.65,37.25,1,1
127.75,37.25,1,1
127.95,37.25,1,1
128.05,37.25,1,1
128.15,37.25,2–10,2
128.35,37.25,1,1
128.45,37.25,2–10,2
128.55,37.25,1,1
128.65,37.25,1,1
128.85,37.25,1,1
129.05,37.25,1,1
129.25,37.25,2–10,2
136.75,37.25,1,1
138.45,37.25,2–10,2
139.25,37.25,1,1
140.25,37.25,1,1
140.55,37.25,1,1
140.65,37.25,1,1
140.75,37.25,>20,4
140.95,37.25,>20,4
-122.35,37.15,>20,4
-122.15,37.15,11–20,3
-122.05,37.15,11–20,3
-121.95,37.15,>20,4
-121.85,37.15,>20,4
-121.75,37.15,>20,4
-121.65,37.15,>20,4
-121.55,37.15,>20,4
-121.45,37.15,11–20,3
-121.05,37.15,1,1
-120.95,37.15,1,1
-120.85,37.15,2–10,2
-120.75,37.15,1,1
-120.65,37.15,2–10,2
-120.45,37.15,2–10,2
-120.15,37.15,1,1
-119.45,37.15,1,1
-119.15,37.15,2–10,2
-119.05,37.15,1,1
-118.85,37.15,1,1
-118.65,37.15,1,1
-118.55,37.15,2–10,2
-118.45,37.15,2–10,2
-118.25,37.15,2–10,2
-117.85,37.15,1,1
-117.65,37.15,1,1
-114.05,37.15,1,1
-113.65,37.15,2–10,2
-113.55,37.15,2–10,2
-113.45,37.15,1,1
-113.35,37.15,2–10,2
-113.25,37.15,1,1
-113.15,37.15,1,1
-112.95,37.15,2–10,2
-112.35,37.15,2–10,2
-111.95,37.15,1,1
-111.85,37.15,1,1
-108.45,37.15,1,1
-107.85,37.15,1,1
-107.35,37.15,2–10,2
-106.45,37.15,1,1
-97.25,37.15,1,1
-93.95,37.15,1,1
-93.85,37.15,2–10,2
-93.45,37.15,1,1
-93.25,37.15,>20,4
-91.35,37.15,2–10,2
-91.25,37.15,1,1
-91.15,37.15,1,1
-91.05,37.15,1,1
-89.15,37.15,2–10,2
-89.05,37.15,1,1
-88.85,37.15,1,1
-88.75,37.15,2–10,2
-88.65,37.15,2–10,2
-88.45,37.15,1,1
-87.75,37.15,1,1
-86.25,37.15,1,1
-86.15,37.15,2–10,2
-86.05,37.15,1,1
-85.65,37.15,1,1
-84.25,37.15,1,1
-81.25,37.15,1,1
-81.15,37.15,1,1
-81.05,37.15,1,1
-80.25,37.15,1,1
-80.15,37.15,2–10,2
-80.05,37.15,1,1
-78.25,37.15,1,1
-76.65,37.15,1,1
-76.55,37.15,>20,4
-76.45,37.15,11–20,3
-75.95,37.15,2–10,2
-8.54999999999998,37.15,11–20,3
-8.44999999999999,37.15,>20,4
-8.25,37.15,2–10,2
-8.04999999999998,37.15,>20,4
-7.94999999999999,37.15,>20,4
-7.84999999999999,37.15,11–20,3
-7.75,37.15,2–10,2
-7.44999999999999,37.15,11–20,3
-7.34999999999999,37.15,1,1
-7.04999999999998,37.15,2–10,2
-6.94999999999999,37.15,2–10,2
-6.84999999999999,37.15,>20,4
-6.75,37.15,>20,4
-6.64999999999998,37.15,>20,4
-6.54999999999998,37.15,>20,4
-6.44999999999999,37.15,>20,4
-6.34999999999999,37.15,>20,4
-6.25,37.15,11–20,3
-6.14999999999998,37.15,2–10,2
-6.04999999999998,37.15,11–20,3
-5.54999999999998,37.15,>20,4
-5.25,37.15,>20,4
-4.94999999999999,37.15,11–20,3
-4.84999999999999,37.15,>20,4
-4.75,37.15,>20,4
-4.64999999999998,37.15,>20,4
-4.25,37.15,>20,4
-4.14999999999998,37.15,>20,4
-4.04999999999998,37.15,>20,4
-3.75,37.15,>20,4
-3.54999999999998,37.15,>20,4
-3.44999999999999,37.15,>20,4
-3.34999999999999,37.15,>20,4
-3.25,37.15,>20,4
-3.14999999999998,37.15,>20,4
-3.04999999999998,37.15,>20,4
-2.94999999999999,37.15,>20,4
-2.84999999999999,37.15,>20,4
-2.75,37.15,>20,4
-2.64999999999998,37.15,>20,4
-2.54999999999998,37.15,>20,4
-2.44999999999999,37.15,>20,4
-2.14999999999998,37.15,>20,4
-2.04999999999998,37.15,>20,4
-1.94999999999999,37.15,>20,4
-1.84999999999999,37.15,>20,4
13.85,37.15,1,1
14.05,37.15,1,1
14.45,37.15,2–10,2
22.85,37.15,1,1
24.45,37.15,2–10,2
24.55,37.15,1,1
26.85,37.15,1,1
127.05,37.15,2–10,2
127.15,37.15,11–20,3
127.25,37.15,1,1
127.35,37.15,1,1
127.45,37.15,1,1
127.55,37.15,1,1
127.65,37.15,1,1
127.95,37.15,1,1
128.15,37.15,2–10,2
128.25,37.15,2–10,2
128.35,37.15,1,1
128.45,37.15,2–10,2
128.55,37.15,2–10,2
128.65,37.15,2–10,2
128.85,37.15,2–10,2
128.95,37.15,1,1
129.05,37.15,1,1
129.15,37.15,2–10,2
129.25,37.15,1,1
139.15,37.15,2–10,2
139.85,37.15,1,1
139.95,37.15,2–10,2
140.05,37.15,1,1
140.85,37.15,>20,4
140.95,37.15,11–20,3
-122.25,37.05,11–20,3
-122.15,37.05,>20,4
-122.05,37.05,>20,4
-121.95,37.05,>20,4
-121.85,37.05,>20,4
-121.75,37.05,>20,4
-121.65,37.05,11–20,3
-121.55,37.05,11–20,3
-121.45,37.05,2–10,2
-121.35,37.05,1,1
-121.25,37.05,1,1
-121.15,37.05,1,1
-121.05,37.05,1,1
-120.85,37.05,1,1
-119.75,37.05,1,1
-119.65,37.05,2–10,2
-119.55,37.05,2–10,2
-119.45,37.05,1,1
-119.05,37.05,1,1
-118.95,37.05,1,1
-117.35,37.05,1,1
-113.75,37.05,1,1
-113.65,37.05,2–10,2
-113.55,37.05,1,1
-112.85,37.05,1,1
-112.75,37.05,1,1
-112.65,37.05,1,1
-107.85,37.05,1,1
-102.35,37.05,1,1
-97.05,37.05,2–10,2
-95.05,37.05,1,1
-94.35,37.05,2–10,2
-91.35,37.05,1,1
-91.15,37.05,2–10,2
-91.05,37.05,1,1
-90.15,37.05,1,1
-89.55,37.05,1,1
-89.15,37.05,1,1
-88.85,37.05,1,1
-88.65,37.05,11–20,3
-88.15,37.05,1,1
-88.05,37.05,1,1
-87.55,37.05,1,1
-87.35,37.05,1,1
-85.35,37.05,1,1
-84.35,37.05,1,1
-84.15,37.05,2–10,2
-82.95,37.05,2–10,2
-81.45,37.05,1,1
-81.25,37.05,1,1
-80.75,37.05,2–10,2
-80.65,37.05,2–10,2
-80.15,37.05,1,1
-79.95,37.05,1,1
-79.55,37.05,1,1
-78.45,37.05,2–10,2
-78.25,37.05,2–10,2
-76.95,37.05,2–10,2
-25.15,37.05,>20,4
-25.05,37.05,>20,4
-8.04999999999998,37.05,11–20,3
-6.75,37.05,2–10,2
-6.64999999999998,37.05,>20,4
-6.54999999999998,37.05,>20,4
-6.44999999999999,37.05,2–10,2
-6.34999999999999,37.05,11–20,3
-6.25,37.05,>20,4
-6.14999999999998,37.05,>20,4
-5.84999999999999,37.05,1,1
-5.64999999999998,37.05,>20,4
-5.44999999999999,37.05,>20,4
-5.14999999999998,37.05,>20,4
-4.84999999999999,37.05,>20,4
-4.75,37.05,>20,4
-4.54999999999998,37.05,>20,4
-4.34999999999999,37.05,>20,4
-4.25,37.05,>20,4
-4.14999999999998,37.05,>20,4
-4.04999999999998,37.05,>20,4
-3.64999999999998,37.05,>20,4
-3.54999999999998,37.05,>20,4
-3.44999999999999,37.05,>20,4
-3.34999999999999,37.05,>20,4
-3.25,37.05,>20,4
-3.14999999999998,37.05,>20,4
-3.04999999999998,37.05,>20,4
-2.94999999999999,37.05,>20,4
-2.84999999999999,37.05,>20,4
-2.75,37.05,>20,4
-2.64999999999998,37.05,>20,4
-2.54999999999998,37.05,>20,4
-2.44999999999999,37.05,>20,4
-2.34999999999999,37.05,>20,4
-2.25,37.05,>20,4
-2.14999999999998,37.05,>20,4
-2.04999999999998,37.05,>20,4
-1.94999999999999,37.05,>20,4
-1.84999999999999,37.05,>20,4
14.25,37.05,1,1
14.35,37.05,1,1
14.95,37.05,1,1
15.25,37.05,2–10,2
22.45,37.05,1,1
25.15,37.05,2–10,2
25.25,37.05,1,1
25.35,37.05,1,1
25.45,37.05,1,1
26.95,37.05,1,1
73.95,37.05,1,1
127.05,37.05,2–10,2
127.15,37.05,1,1
127.25,37.05,1,1
127.85,37.05,2–10,2
127.95,37.05,2–10,2
128.05,37.05,1,1
128.15,37.05,1,1
128.45,37.05,2–10,2
128.55,37.05,1,1
128.85,37.05,1,1
128.95,37.05,1,1
129.05,37.05,1,1
129.15,37.05,2–10,2
129.35,37.05,1,1
138.45,37.05,1,1
139.05,37.05,1,1
139.65,37.05,1,1
140.05,37.05,2–10,2
140.75,37.05,11–20,3
-122.15,36.95,11–20,3
-122.05,36.95,>20,4
-121.85,36.95,11–20,3
-121.75,36.95,>20,4
-121.65,36.95,2–10,2
-121.55,36.95,2–10,2
-121.45,36.95,1,1
-119.75,36.95,11–20,3
-119.65,36.95,2–10,2
-119.45,36.95,1,1
-119.25,36.95,1,1
-118.95,36.95,1,1
-118.85,36.95,1,1
-118.65,36.95,1,1
-118.55,36.95,1,1
-118.35,36.95,1,1
-116.85,36.95,1,1
-115.25,36.95,1,1
-113.85,36.95,1,1
-113.75,36.95,1,1
-112.05,36.95,1,1
-111.75,36.95,1,1
-106.25,36.95,1,1
-104.45,36.95,2–10,2
-104.35,36.95,2–10,2
-93.55,36.95,1,1
-91.55,36.95,1,1
-90.95,36.95,1,1
-90.25,36.95,1,1
-89.45,36.95,1,1
-89.35,36.95,2–10,2
-89.05,36.95,1,1
-88.75,36.95,2–10,2
-88.55,36.95,1,1
-88.45,36.95,1,1
-88.35,36.95,1,1
-88.15,36.95,2–10,2
-88.05,36.95,>20,4
-85.95,36.95,2–10,2
-85.65,36.95,1,1
-84.45,36.95,1,1
-83.05,36.95,1,1
-82.35,36.95,2–10,2
-82.05,36.95,2–10,2
-81.65,36.95,1,1
-81.45,36.95,1,1
-81.05,36.95,1,1
-80.95,36.95,1,1
-78.65,36.95,1,1
-77.05,36.95,2–10,2
-76.55,36.95,2–10,2
-76.45,36.95,1,1
-76.05,36.95,11–20,3
-25.15,36.95,>20,4
-25.05,36.95,>20,4
-6.54999999999998,36.95,>20,4
-6.44999999999999,36.95,>20,4
-6.25,36.95,>20,4
-6.14999999999998,36.95,11–20,3
-5.94999999999999,36.95,1,1
-5.84999999999999,36.95,11–20,3
-5.75,36.95,11–20,3
-5.64999999999998,36.95,2–10,2
-5.54999999999998,36.95,>20,4
-5.44999999999999,36.95,>20,4
-5.34999999999999,36.95,>20,4
-4.84999999999999,36.95,>20,4
-4.75,36.95,>20,4
-4.64999999999998,36.95,>20,4
-4.54999999999998,36.95,>20,4
-4.44999999999999,36.95,>20,4
-4.34999999999999,36.95,>20,4
-4.25,36.95,>20,4
-4.14999999999998,36.95,>20,4
-4.04999999999998,36.95,>20,4
-3.94999999999999,36.95,>20,4
-3.84999999999999,36.95,>20,4
-3.75,36.95,>20,4
-3.64999999999998,36.95,>20,4
-3.54999999999998,36.95,>20,4
-3.44999999999999,36.95,>20,4
-3.34999999999999,36.95,>20,4
-3.25,36.95,>20,4
-3.14999999999998,36.95,>20,4
-3.04999999999998,36.95,>20,4
-2.94999999999999,36.95,>20,4
-2.84999999999999,36.95,>20,4
-2.75,36.95,>20,4
-2.64999999999998,36.95,>20,4
-2.54999999999998,36.95,>20,4
-2.44999999999999,36.95,>20,4
-2.34999999999999,36.95,11–20,3
-2.25,36.95,>20,4
-2.14999999999998,36.95,>20,4
-2.04999999999998,36.95,>20,4
-1.94999999999999,36.95,>20,4
15.15,36.95,1,1
24.75,36.95,1,1
25.45,36.95,1,1
26.95,36.95,2–10,2
72.55,36.95,1,1
126.45,36.95,1,1
127.35,36.95,1,1
127.45,36.95,1,1
127.95,36.95,2–10,2
128.15,36.95,1,1
128.25,36.95,2–10,2
128.35,36.95,2–10,2
128.55,36.95,1,1
128.65,36.95,1,1
128.75,36.95,1,1
128.95,36.95,1,1
129.25,36.95,1,1
129.35,36.95,1,1
137.65,36.95,1,1
137.85,36.95,1,1
138.15,36.95,1,1
138.25,36.95,1,1
138.85,36.95,1,1
138.95,36.95,1,1
139.05,36.95,1,1
139.25,36.95,1,1
139.35,36.95,1,1
-121.75,36.85,>20,4
-121.65,36.85,2–10,2
-121.55,36.85,2–10,2
-119.85,36.85,>20,4
-119.35,36.85,1,1
-119.05,36.85,1,1
-118.95,36.85,2–10,2
-118.85,36.85,1,1
-118.75,36.85,2–10,2
-118.65,36.85,1,1
-118.55,36.85,2–10,2
-118.45,36.85,2–10,2
-118.35,36.85,1,1
-117.15,36.85,1,1
-112.25,36.85,1,1
-112.05,36.85,1,1
-111.65,36.85,1,1
-111.55,36.85,2–10,2
-108.25,36.85,1,1
-108.05,36.85,1,1
-105.55,36.85,2–10,2
-98.25,36.85,1,1
-94.35,36.85,1,1
-93.35,36.85,1,1
-93.25,36.85,1,1
-90.35,36.85,1,1
-90.25,36.85,1,1
-89.55,36.85,1,1
-89.05,36.85,1,1
-88.35,36.85,1,1
-88.25,36.85,2–10,2
-88.15,36.85,2–10,2
-88.05,36.85,2–10,2
-87.95,36.85,1,1
-84.35,36.85,2–10,2
-83.55,36.85,1,1
-83.35,36.85,1,1
-82.85,36.85,1,1
-82.45,36.85,1,1
-81.75,36.85,2–10,2
-81.55,36.85,2–10,2
-81.45,36.85,1,1
-81.05,36.85,1,1
-80.45,36.85,1,1
-80.25,36.85,11–20,3
-78.75,36.85,1,1
-77.55,36.85,1,1
-77.15,36.85,1,1
-76.85,36.85,1,1
-76.05,36.85,>20,4
-75.95,36.85,11–20,3
-6.44999999999999,36.85,>20,4
-6.25,36.85,1,1
-5.94999999999999,36.85,2–10,2
-5.84999999999999,36.85,2–10,2
-5.75,36.85,2–10,2
-5.64999999999998,36.85,11–20,3
-5.54999999999998,36.85,>20,4
-5.44999999999999,36.85,>20,4
-5.34999999999999,36.85,>20,4
-4.94999999999999,36.85,>20,4
-4.84999999999999,36.85,>20,4
-4.75,36.85,>20,4
-4.64999999999998,36.85,>20,4
-4.44999999999999,36.85,>20,4
-4.34999999999999,36.85,>20,4
-4.14999999999998,36.85,>20,4
-4.04999999999998,36.85,>20,4
-3.94999999999999,36.85,>20,4
-3.84999999999999,36.85,>20,4
-3.75,36.85,>20,4
-3.04999999999998,36.85,>20,4
-2.94999999999999,36.85,>20,4
-2.84999999999999,36.85,>20,4
-2.75,36.85,>20,4
-2.64999999999998,36.85,>20,4
-2.54999999999998,36.85,>20,4
-2.44999999999999,36.85,>20,4
-2.34999999999999,36.85,11–20,3
-2.25,36.85,>20,4
-2.14999999999998,36.85,>20,4
-2.04999999999998,36.85,>20,4
-1.94999999999999,36.85,>20,4
11.95,36.85,1,1
14.45,36.85,1,1
14.55,36.85,2–10,2
14.75,36.85,1,1
15.05,36.85,1,1
15.15,36.85,2–10,2
22.25,36.85,2–10,2
22.35,36.85,2–10,2
27.05,36.85,1,1
27.15,36.85,2–10,2
27.25,36.85,1,1
27.35,36.85,1,1
126.95,36.85,2–10,2
127.05,36.85,2–10,2
127.15,36.85,11–20,3
127.25,36.85,11–20,3
127.55,36.85,2–10,2
127.95,36.85,1,1
128.05,36.85,1,1
128.15,36.85,2–10,2
128.25,36.85,1,1
128.35,36.85,1,1
128.85,36.85,1,1
128.95,36.85,1,1
129.15,36.85,1,1
129.35,36.85,2–10,2
137.55,36.85,1,1
138.15,36.85,1,1
138.25,36.85,>20,4
138.95,36.85,1,1
139.35,36.85,2–10,2
139.45,36.85,1,1
139.55,36.85,1,1
139.75,36.85,1,1
139.95,36.85,1,1
140.05,36.85,1,1
140.75,36.85,2–10,2
-121.85,36.75,2–10,2
-121.75,36.75,11–20,3
-121.45,36.75,2–10,2
-120.85,36.75,1,1
-120.35,36.75,1,1
-120.25,36.75,1,1
-119.05,36.75,2–10,2
-118.95,36.75,>20,4
-118.85,36.75,2–10,2
-118.75,36.75,1,1
-118.65,36.75,2–10,2
-118.55,36.75,2–10,2
-118.35,36.75,2–10,2
-116.95,36.75,2–10,2
-114.75,36.75,11–20,3
-112.05,36.75,1,1
-105.65,36.75,1,1
-105.45,36.75,2–10,2
-103.95,36.75,>20,4
-98.25,36.75,2–10,2
-98.15,36.75,1,1
-95.65,36.75,1,1
-91.35,36.75,1,1
-89.55,36.75,1,1
-88.85,36.75,1,1
-88.15,36.75,2–10,2
-88.05,36.75,1,1
-83.75,36.75,1,1
-83.25,36.75,1,1
-82.75,36.75,2–10,2
-81.25,36.75,1,1
-80.75,36.75,1,1
-80.45,36.75,1,1
-80.15,36.75,2–10,2
-80.05,36.75,1,1
-78.75,36.75,1,1
-78.65,36.75,1,1
-78.05,36.75,1,1
-76.55,36.75,2–10,2
-76.45,36.75,2–10,2
-76.35,36.75,>20,4
-76.25,36.75,>20,4
-76.15,36.75,>20,4
-76.05,36.75,>20,4
-6.44999999999999,36.75,2–10,2
-6.34999999999999,36.75,2–10,2
-5.54999999999998,36.75,>20,4
-5.44999999999999,36.75,>20,4
-5.34999999999999,36.75,>20,4
-5.25,36.75,>20,4
-5.14999999999998,36.75,>20,4
-5.04999999999998,36.75,>20,4
-4.94999999999999,36.75,>20,4
-4.75,36.75,>20,4
-4.64999999999998,36.75,>20,4
-4.44999999999999,36.75,>20,4
-4.34999999999999,36.75,>20,4
-3.84999999999999,36.75,>20,4
-3.75,36.75,>20,4
-3.44999999999999,36.75,>20,4
-3.34999999999999,36.75,>20,4
-2.94999999999999,36.75,>20,4
-2.75,36.75,11–20,3
-2.64999999999998,36.75,2–10,2
-2.25,36.75,>20,4
-2.14999999999998,36.75,>20,4
-2.04999999999998,36.75,>20,4
3.35000000000002,36.75,1,1
5.05000000000001,36.75,2–10,2
11.95,36.75,1,1
12.05,36.75,2–10,2
14.55,36.75,1,1
14.75,36.75,2–10,2
14.85,36.75,1,1
14.95,36.75,1,1
15.05,36.75,1,1
21.95,36.75,1,1
22.55,36.75,2–10,2
24.55,36.75,1,1
54.95,36.75,1,1
126.25,36.75,11–20,3
126.35,36.75,1,1
126.45,36.75,>20,4
126.65,36.75,>20,4
126.95,36.75,1,1
127.05,36.75,>20,4
127.25,36.75,>20,4
127.55,36.75,1,1
127.65,36.75,2–10,2
127.75,36.75,2–10,2
127.85,36.75,2–10,2
127.95,36.75,2–10,2
128.05,36.75,2–10,2
128.15,36.75,1,1
128.25,36.75,2–10,2
128.35,36.75,1,1
128.85,36.75,1,1
128.95,36.75,2–10,2
129.15,36.75,2–10,2
129.25,36.75,1,1
129.35,36.75,2–10,2
129.45,36.75,1,1
136.75,36.75,1,1
137.15,36.75,1,1
137.25,36.75,2–10,2
137.45,36.75,11–20,3
137.65,36.75,1,1
137.85,36.75,1,1
138.05,36.75,2–10,2
138.15,36.75,1,1
138.35,36.75,1,1
138.45,36.75,2–10,2
138.95,36.75,1,1
139.35,36.75,1,1
139.45,36.75,1,1
139.55,36.75,1,1
139.65,36.75,1,1
140.35,36.75,2–10,2
-121.85,36.65,>20,4
-121.75,36.65,>20,4
-121.65,36.65,>20,4
-120.65,36.65,1,1
-119.05,36.65,1,1
-118.95,36.65,11–20,3
-118.85,36.65,>20,4
-118.75,36.65,>20,4
-118.65,36.65,1,1
-118.55,36.65,1,1
-118.45,36.65,1,1
-118.05,36.65,2–10,2
-117.95,36.65,1,1
-117.15,36.65,2–10,2
-117.05,36.65,1,1
-115.05,36.65,1,1
-114.15,36.65,1,1
-114.05,36.65,1,1
-113.65,36.65,1,1
-112.25,36.65,2–10,2
-111.85,36.65,1,1
-110.55,36.65,1,1
-106.75,36.65,1,1
-105.95,36.65,1,1
-105.65,36.65,1,1
-105.55,36.65,2–10,2
-105.35,36.65,1,1
-105.15,36.65,1,1
-101.15,36.65,1,1
-94.35,36.65,1,1
-94.05,36.65,>20,4
-93.35,36.65,2–10,2
-93.25,36.65,11–20,3
-93.15,36.65,11–20,3
-93.05,36.65,1,1
-91.85,36.65,1,1
-91.15,36.65,1,1
-90.15,36.65,1,1
-87.25,36.65,2–10,2
-83.65,36.65,2–10,2
-83.35,36.65,1,1
-83.25,36.65,2–10,2
-82.75,36.65,1,1
-81.85,36.65,1,1
-81.75,36.65,2–10,2
-81.65,36.65,2–10,2
-81.55,36.65,1,1
-81.45,36.65,2–10,2
-80.75,36.65,2–10,2
-78.75,36.65,1,1
-78.65,36.65,1,1
-76.55,36.65,2–10,2
-76.45,36.65,1,1
-76.35,36.65,1,1
-76.25,36.65,2–10,2
-76.15,36.65,11–20,3
