iso_a3,protected_forest_area_ha,pest_record_area_ha_gt0,pest_record_area_ha_gt1,pest_record_share_gt0,pest_record_share_gt1,n_protected_forest_cells,n_cells_with_pest_gt0,n_cells_with_pest_gt1,protected_forest_area_Mha,pest_record_area_Mha_gt0,pest_record_area_Mha_gt1,pest_record_share_pct_gt0,pest_record_share_pct_gt1,formal_en,continent
IRN,245686.24076782,3072.14111862439,3072.14111862439,0.0125043271003834,0.0125043271003834,72,1,0,0.24568624076782,0.00307214111862439,0.00307214111862439,1.25043271003834,1.25043271003834,Islamic Republic of Iran,Asia
CYP,237186.660126199,50704.5375925873,50704.5375925873,0.213774828506836,0.213774828506836,25,5,3,0.237186660126199,0.0507045375925873,0.0507045375925873,21.3774828506836,21.3774828506836,Republic of Cyprus,Asia
DZA,212980.016215787,19579.8800648105,19579.8800648105,0.0919329447555898,0.0919329447555898,57,4,1,0.212980016215787,0.0195798800648105,0.0195798800648105,9.19329447555898,9.19329447555898,People's Democratic Republic of Algeria,Africa
TLS,201151.628954743,14234.0802269602,14234.0802269602,0.0707629378937951,0.0707629378937951,64,5,1,0.201151628954743,0.0142340802269602,0.0142340802269602,7.07629378937951,7.07629378937951,Democratic Republic of Timor-Leste,Asia
SDN,177783.947214871,0,0,0,0,22,0,0,0.177783947214871,0,0,0,0,Republic of the Sudan,Africa
JAM,162354.631379583,53895.2931359766,53895.2931359766,0.331960306139774,0.331960306139774,63,17,4,0.162354631379583,0.0538952931359766,0.0538952931359766,33.1960306139774,33.1960306139774,Jamaica,North America
MDA,156576.792900434,1581.37070160007,1581.37070160007,0.0100996493305726,0.0100996493305726,100,2,0,0.156576792900434,0.00158137070160007,0.00158137070160007,1.00996493305726,1.00996493305726,Republic of Moldova,Europe
LUX,152213.924244118,152213.924244118,152213.924244118,1,1,32,32,32,0.152213924244118,0.152213924244118,0.152213924244118,100,100,Grand Duchy of Luxembourg,Europe
URY,149944.161518386,7532.06060394831,7532.06060394831,0.0502324367129477,0.0502324367129477,39,1,1,0.149944161518386,0.00753206060394831,0.00753206060394831,5.02324367129477,5.02324367129477,Oriental Republic of Uruguay,South America
BDI,136564.832898992,2947.42315170316,2947.42315170316,0.0215825925982216,0.0215825925982216,46,3,2,0.136564832898992,0.00294742315170316,0.00294742315170316,2.15825925982216,2.15825925982216,Republic of Burundi,Africa
TTO,126817.339060682,27735.0026267706,27735.0026267706,0.218700398795621,0.218700398795621,33,12,7,0.126817339060682,0.0277350026267706,0.0277350026267706,21.8700398795621,21.8700398795621,Republic of Trinidad and Tobago,North America
NCL,119971.238709832,37503.0388738764,37503.0388738764,0.312600247169099,0.312600247169099,35,10,6,0.119971238709832,0.0375030388738764,0.0375030388738764,31.2600247169099,31.2600247169099,New Caledonia,Oceania
HTI,109900.936841384,15546.92752175,15546.92752175,0.141463102759427,0.141463102759427,41,6,2,0.109900936841384,0.01554692752175,0.01554692752175,14.1463102759427,14.1463102759427,Republic of Haiti,North America
BRN,106278.866842153,14970.798881607,14970.798881607,0.140863365657086,0.140863365657086,31,5,2,0.106278866842153,0.014970798881607,0.014970798881607,14.0863365657086,14.0863365657086,Negara Brunei Darussalam,Asia
PAK,96648.0345040448,0,0,0,0,26,0,0,0.0966480345040448,0,0,0,0,Islamic Republic of Pakistan,Asia
TUR,91646.9023460432,4604.81209832192,4604.81209832192,0.0502451471947729,0.0502451471947729,25,1,0,0.0916469023460432,0.00460481209832192,0.00460481209832192,5.02451471947729,5.02451471947729,Republic of Turkey,Asia
BGD,84755.9322678115,14993.7160135688,14993.7160135688,0.1769046202712,0.1769046202712,40,9,9,0.0847559322678115,0.0149937160135688,0.0149937160135688,17.69046202712,17.69046202712,People's Republic of Bangladesh,Asia
KGZ,75112.3262802729,0,0,0,0,23,0,0,0.0751123262802729,0,0,0,0,Kyrgyz Republic,Asia
TUN,70811.4983239401,0,0,0,0,31,0,0,0.0708114983239401,0,0,0,0,Republic of Tunisia,Africa
UZB,58792.5228237049,0,0,0,0,9,0,0,0.0587925228237048,0,0,0,0,Republic of Uzbekistan,Asia
VUT,45690.571970776,9404.16604591183,9404.16604591183,0.205822900442717,0.205822900442717,16,4,4,0.045690571970776,0.00940416604591183,0.00940416604591183,20.5822900442717,20.5822900442717,Republic of Vanuatu,Oceania
PRI,40963.4132516082,40963.4132516082,40963.4132516082,1,1,40,40,37,0.0409634132516082,0.0409634132516082,0.0409634132516082,100,100,Commonwealth of Puerto Rico,North America
FJI,38978.0209816855,1407.36407188792,1407.36407188792,0.0361066066578699,0.0361066066578699,19,3,2,0.0389780209816855,0.00140736407188792,0.00140736407188792,3.61066066578699,3.61066066578699,Republic of Fiji,Oceania
COM,30614.6999376272,9392.32444766729,9392.32444766729,0.306791327917723,0.306791327917723,7,4,3,0.0306146999376272,0.00939232444766729,0.00939232444766729,30.6791327917723,30.6791327917723,Union of the Comoros,Africa
AFG,29100.9514511642,0,0,0,0,6,0,0,0.0291009514511642,0,0,0,0,Islamic State of Afghanistan,Asia
SOM,29040.233737006,0,0,0,0,7,0,0,0.029040233737006,0,0,0,0,Federal Republic of Somalia,Africa
EGY,28573.5479045645,0,0,0,0,8,0,0,0.0285735479045645,0,0,0,0,Arab Republic of Egypt,Africa
TJK,27281.2490353956,0,0,0,0,5,0,0,0.0272812490353956,0,0,0,0,Republic of Tajikistan,Asia
BHS,26815.8243095326,337.966804179423,337.966804179423,0.0126032599363087,0.0126032599363087,8,1,1,0.0268158243095325,0.000337966804179423,0.000337966804179423,1.26032599363087,1.26032599363087,Commonwealth of the Bahamas,North America
STP,26710.4903006042,2461.77007547637,2461.77007547637,0.0921649152737823,0.0921649152737823,3,1,1,0.0267104903006042,0.00246177007547637,0.00246177007547637,9.21649152737823,9.21649152737823,Democratic Republic of São Tomé and Principe,Africa
AND,24929.6073538866,24929.6073538866,24929.6073538866,1,1,5,5,4,0.0249296073538866,0.0249296073538866,0.0249296073538866,100,100,Principality of Andorra,Europe
HKG,24064.011836234,24064.011836234,24064.011836234,1,1,8,8,8,0.024064011836234,0.024064011836234,0.024064011836234,100,100,"Hong Kong Special Administrative Region, PRC",Asia
PRK,20117.9545193021,388.126193423275,388.126193423275,0.0192925276300277,0.0192925276300277,11,1,0,0.0201179545193021,0.000388126193423275,0.000388126193423275,1.92925276300277,1.92925276300277,Democratic People's Republic of Korea,Asia
ISR,20081.9267181574,16763.4833163619,16763.4833163619,0.834754730043154,0.834754730043154,6,5,5,0.0200819267181574,0.0167634833163619,0.0167634833163619,83.4754730043154,83.4754730043154,State of Israel,Asia
IRQ,18930.7254724996,0,0,0,0,2,0,0,0.0189307254724996,0,0,0,0,Republic of Iraq,Asia
DMA,12944.5484757843,12944.5484757843,12944.5484757843,1,1,5,5,3,0.0129445484757843,0.0129445484757843,0.0129445484757843,100,100,Commonwealth of Dominica,North America
VCT,12467.7340227994,0,0,0,0,3,0,0,0.0124677340227994,0,0,0,0,Saint Vincent and the Grenadines,North America
LBN,11060.8269060124,1747.89753547248,1747.89753547248,0.158025936968813,0.158025936968813,14,3,2,0.0110608269060124,0.00174789753547248,0.00174789753547248,15.8025936968813,15.8025936968813,Lebanese Republic,Asia
LCA,9686.63991269508,7056.46618216969,7056.46618216969,0.728474088617834,0.728474088617834,5,4,2,0.00968663991269508,0.00705646618216969,0.00705646618216969,72.8474088617835,72.8474088617835,Saint Lucia,North America
MUS,7280.1485227255,6933.29001308626,6933.29001308626,0.952355572340798,0.952355572340798,7,5,3,0.0072801485227255,0.00693329001308626,0.00693329001308626,95.2355572340798,95.2355572340798,Republic of Mauritius,Seven seas (open ocean)
SLB,6232.64430414837,0,0,0,0,4,0,0,0.00623264430414837,0,0,0,0,,Oceania
GRD,4335.58597655994,4335.58597655994,4335.58597655994,1,1,3,3,3,0.00433558597655994,0.00433558597655994,0.00433558597655994,100,100,Grenada,North America
LIE,3625.64636816006,3625.64636816006,3625.64636816006,1,1,1,1,1,0.00362564636816006,0.00362564636816006,0.00362564636816006,100,100,Principality of Liechtenstein,Europe
SGP,3076.43703919005,3076.43703919005,3076.43703919005,1,1,2,2,2,0.00307643703919005,0.00307643703919005,0.00307643703919005,100,100,Republic of Singapore,Asia
PLW,2929.3243692125,2563.2519358462,2563.2519358462,0.875031786437255,0.875031786437255,3,2,1,0.0029293243692125,0.0025632519358462,0.0025632519358462,87.5031786437255,87.5031786437255,Republic of Palau,Oceania
CUW,2406.32017043498,2406.32017043498,2406.32017043498,1,1,1,1,0,0.00240632017043498,0.00240632017043498,0.00240632017043498,100,100,Curaçao,North America
IMN,1378.8758565324,1378.8758565324,1378.8758565324,1,1,4,4,4,0.0013788758565324,0.0013788758565324,0.0013788758565324,100,100,,Europe
KNA,1177.54667840051,1177.54667840051,1177.54667840051,1,1,1,1,1,0.00117754667840051,0.00117754667840051,0.00117754667840051,100,100,Federation of Saint Kitts and Nevis,North America
GMB,839.045504243701,119.946123701077,119.946123701077,0.142955445317825,0.142955445317825,3,1,1,0.000839045504243701,0.000119946123701077,0.000119946123701077,14.2955445317825,14.2955445317825,Republic of the Gambia,Africa
ALA,370.764409346543,247.73747454221,247.73747454221,0.668180300743638,0.668180300743638,3,2,2,0.000370764409346543,0.00024773747454221,0.00024773747454221,66.8180300743638,66.8180300743638,Åland Islands,Europe
CYM,348.925476397429,348.925476397429,348.925476397429,1,1,1,1,1,0.000348925476397429,0.000348925476397429,0.000348925476397429,100,100,Cayman Islands,North America
VIR,117.377106279966,117.377106279966,117.377106279966,1,1,1,1,1,0.000117377106279966,0.000117377106279966,0.000117377106279966,100,100,Virgin Islands of the United States,North America
