SITE_ID,n_forest_cells,total_protected_forest_area_mha,mean_carbon_percentile,mean_pest_record_probability,obs_occurrence,record_intensity,mean_sampling_effort,lon,lat,IUCN_group,governance_group,ISO3,country
555708682,5,0.0122449998600619,0.169768981727348,0.0058877146148299,0,0,1.17366222093895,84.2161440558526,57.7123812527678,IV,Government,RUS,Russia
555708838,5,0.0178356232159642,0.110712053825345,0.0120050248095629,0,0,2.40321517186027,83.9439880487097,52.571018090209,IV,Government,RUS,Russia
555708856,5,0.0260754067354992,0.411338274720192,0.00855751199748581,0,0,3.31998294077077,57.4990832691999,55.2620623687868,IV,Government,RUS,Russia
555708870,13,0.0510369249784988,0.954441851444509,0.00290309370461787,0,0,2.55144629444576,156.970524111379,52.4780047491831,IV,Government,RUS,Russia
555708874,7,0.0218095770301496,0.1721247259136,0.0063595390228744,0,0,1.98806294227058,83.7908026685202,56.7636419703313,IV,Government,RUS,Russia
555708880,24,0.150741946969803,0.100436982318336,0.00229267840196279,0,0,1.48505062421507,136.776199725726,47.446169276764,IV,Government,RUS,Russia
555708881,13,0.0741046876591447,0.00894289402496101,0.00760238438876419,0,0,1.3164683916425,135.563095693293,47.1244327575159,IV,Government,RUS,Russia
555708885,5,0.018161085078783,0.00433380334650932,0.00100306762321592,0,0,0.285511616348622,58.4732874825714,59.783486503549,IV,Government,RUS,Russia
555708930,6,0.0260512495431311,0.0468260256313518,0.00976935277560533,0,0,3.21809915588066,56.9974362716601,54.0561964190634,II,Government,RUS,Russia
555708937,6,0.0174492561182011,0.118194846105688,0.0157871266484851,0,0,0.96330561185277,56.4892817163171,56.7806695701916,IV,Government,RUS,Russia
555708963,28,0.082587480092143,0.929192310205287,0.000896242258717363,0,0,0.111247871373837,129.610359190181,59.9733652620286,VI,Government,RUS,Russia
555708979,6,0.0312231207133836,0.842615573049466,0.00203592428149795,0,0,0.550011676477323,138.859370546792,49.1695475786218,IV,Government,RUS,Russia
555708988,9,0.0275132027264662,0.692044426078811,0.00192378859356028,0,0,1.50245045943075,139.381818476626,53.1577285541223,IV,Government,RUS,Russia
555708991,19,0.0819926806248333,0.768856931899,0.00268975902364684,0,0,1.97581651314846,132.986442621032,50.736933599406,IV,Government,RUS,Russia
555709007,6,0.0238836583976476,0.586355689042792,0.0144842500810167,0,0,4.3062016053673,139.953895380693,51.420510979959,IV,Government,RUS,Russia
555709014,5,0.0183396510865849,0.101436053638056,0.00586519378658323,0,0,2.88631082623262,58.7110830254498,59.9642419178793,IV,Government,RUS,Russia
555709020,12,0.0364492713630324,0.312470859465508,0.000782868883798124,0,0,0.18803633321409,88.5095233173311,59.0992932399971,IV,Government,RUS,Russia
555709053,12,0.0514472447696564,0.893428066003995,0.00117816411331952,0,0,1.49228219102157,156.920160223339,54.357157856831,IV,Government,RUS,Russia
555709158,89,0.321976572212926,0.456557570806332,0.00239477422749392,0,0,1.43649721343487,110.040994690152,49.9653133094147,Ib,Government,RUS,Russia
555709167,133,0.841667396793945,0.137423708065647,0.00290377584189277,0,0,1.51635843663674,136.906903454493,46.691118733104,Ib,Government,RUS,Russia
555709187,41,0.14186689154121,0.191133737671987,0.00216755173298815,0,0,1.93613750294242,130.373483017449,52.1247051141175,IV,Government,RUS,Russia
555709191,6,0.0367333481582165,0.00628467704831265,0.012896772453165,0,0,3.109862811953,134.64482788561,47.1985526877508,IV,Government,RUS,Russia
555709197,14,0.053837149879084,0.124808193317184,0.000872458290437018,0,0,0.122028371555001,78.8731408546235,58.5463749814479,IV,Government,RUS,Russia
555709215,5,0.00580626108357049,0.116254383000304,0.00830935391260215,0,0,2.69451136005024,135.939935590249,48.4650822295038,IV,Government,RUS,Russia
555709218,5,0.00619358613712849,0.78424253685609,0.000715501283472749,0,0,0.177526547180519,143.065582902256,59.8983456138033,IV,Government,RUS,Russia
555709265,11,0.0361551492164455,0.108894606246369,0.00947846053535919,0,0,2.29390498991142,83.0207176011084,55.6670784936349,IV,Government,RUS,Russia
555709303,5,0.0161663983729131,0.149510176442759,0.00177456572738922,0,0,1.00921442618736,89.8596105790693,56.8473857176512,IV,Government,RUS,Russia
