SITE_ID,n_forest_cells,total_protected_forest_area,mean_carbon_percentile,n_high_cells,high_carbon_area,mean_net_effect,obs_occurrence_high,pred_inside_high,pred_outside_high,NAME_ENG,DESIG_ENG,DESIG_TYPE,IUCN_CAT_PA,GOV_TYPE,STATUS,STATUS_YR,ISO3,GIS_AREA,continent,IUCN_group,gap_like,carbon_rank,area_rank,asset_score,gap_rank,priority_score,priority_flag,effect_rank,priority_cut,lon,lat,priority_rank,size_class,designation_group,governance_group
129,14,379.180996647993,0.801134502860606,7,183.640765017342,0.00209003098249773,0,0.00306989328068314,0.000979862298185413,El Tuparro,National Natural Park,National,II,Federal or national ministry or agency,Designated,1980,COL,5547.54021497346,Americas,II,-0.00209003098249773,0.460176991150443,0.20353982300885,0.331858407079646,0.798449612403101,0.0734200015662934,FALSE,0.221238938053097,0.507126634818702,-68.3285714285714,5.20714285714285,0.190265486725664,Large,Other designations,Government
130,52,5488.84474064906,0.454661529985054,5,345.551644681408,0.00493502565600557,0,0.00725667358601706,0.00232164793001149,Sierra de la Macarena,National Natural Park,National,II,Federal or national ministry or agency,Designated,1971,COL,6204.44043075182,Americas,II,-0.00493502565600557,0.0398230088495575,0.557522123893805,0.298672566371681,0.651162790697675,0.113654162424622,FALSE,0.380530973451327,0.507126634818702,-73.5942307692308,2.63653846153846,0.292035398230089,Large,Other designations,Government
132,35,2350.83218679606,0.647867960234983,8,452.595989006729,0.0320850243206593,0,0.0479009764356414,0.0158159521149822,Sierra Nevada de Santa Marta,National Natural Park,National,II,Federal or national ministry or agency,Designated,1964,COL,5741.59966177165,Americas,II,-0.0320850243206593,0.199115044247788,0.685840707964602,0.442477876106195,0.375968992248062,0.291722139556739,FALSE,0.65929203539823,0.507126634818702,-73.5871428571429,10.8157142857143,0.623893805309734,Large,Other designations,Government
322,9,674.452966234052,0.790373836169495,6,389.046352539653,0.0278794334033942,0,0.0512275650605437,0.0233481316571496,"Páramos de Tamá, Cobre y Judio",National Park (PN),National,II,Federal or national ministry or agency,Designated,1978,VEN,1381.27638741369,Americas,II,-0.0278794334033942,0.433628318584071,0.619469026548673,0.526548672566372,0.395348837209302,0.335500039157334,FALSE,0.63716814159292,0.507126634818702,-72.2055555555556,7.44999999999999,0.712389380530973,Small,National Park,Government
350,48,1250.56650499132,0.676379929298747,15,354.770530533553,0.0125837496745387,0,0.0185779155337388,0.00599416585920014,Bicuar National Park,National Park,National,II,Not Reported,Designated,1964,AGO,6751.98640050913,Africa,II,-0.0125837496745387,0.234513274336283,0.566371681415929,0.400442477876106,0.51937984496124,0.207308716422586,FALSE,0.517699115044248,0.507126634818702,14.8041666666667,-15.2958333333333,0.460176991150443,Large,National Park,Other governance
361,9,388.379071760545,0.831702068804109,6,236.095803536946,0.132322928538951,0,0.287985771972049,0.155662843433099,Guy Fawkes River,National Park,National,Ib,Sub-national ministry or agency,Designated,2010,AUS,1082.35992507895,Oceania,Ib,-0.132322928538951,0.606194690265487,0.31858407079646,0.462389380530973,0.12015503875969,0.413286083483436,FALSE,0.893805309734513,0.507126634818702,152.25,-30.0833333333333,0.814159292035398,Small,National Park,Government
410,10,192.363761881058,0.836316492591768,7,103.40299532601,0.162363556857102,0.342893510620631,0.279697163806666,0.117333606949564,Cape Melville,National Park Aboriginal,National,II,Joint governance,Designated,2013,AUS,1699.88119120079,Oceania,II,-0.162363556857102,0.619469026548673,0.0398230088495575,0.329646017699115,0.0697674418604651,0.310684078627927,FALSE,0.942477876106195,0.507126634818702,144.57,-14.52,0.663716814159292,Medium,National Park,Other governance
606,20,373.786997582997,0.817835837970857,14,263.415608067433,0.00363166747750651,0,0.00533679522899728,0.00170512775149077,Bouba Ndjida,National Park,National,II,Federal or national ministry or agency,Designated,1968,CMR,2115.47176412852,Africa,II,-0.00363166747750651,0.575221238938053,0.36283185840708,0.469026548672566,0.713178294573643,0.145273709765839,FALSE,0.309734513274336,0.507126634818702,14.66,8.66499999999999,0.34070796460177,Medium,National Park,Government
607,15,335.485705849897,0.738972859918505,5,121.262554998187,0.00376890465882834,0,0.0055395172135267,0.00177061255469836,Bénoué,National Park,National,II,Federal or national ministry or agency,Designated,1968,CMR,1980.33686048121,Africa,II,-0.00376890465882834,0.305309734513274,0.0663716814159292,0.185840707964602,0.701550387596899,0.0600281932806015,FALSE,0.323008849557522,0.507126634818702,13.8033333333333,8.31666666666666,0.163716814159292,Medium,National Park,Government
618,36,1802.37546485886,0.923031289587919,35,1774.76840162769,0.119562428406793,0.255327630713123,0.194657710343384,0.0750952819365916,Riding Mountain National Park Of Canada,National Park,National,II,Federal or national ministry or agency,Designated,1929,CAN,3059.49635245151,Americas,II,-0.119562428406793,0.86283185840708,0.960176991150442,0.911504424778761,0.143410852713178,0.794541467616885,TRUE,0.871681415929204,0.507126634818702,-100.191666666667,50.825,0.995575221238938,Medium,National Park,Government
624,12,528.411763423174,0.877456447816015,10,462.740989283156,0.0925251888161197,0.543414432405964,0.148565764124653,0.0560405753085331,Cape Breton Highlands National Park Of Canada,National Park,National,II,Federal or national ministry or agency,Designated,1936,CAN,951.720145457915,Americas,II,-0.0925251888161197,0.761061946902655,0.694690265486726,0.72787610619469,0.217054263565891,0.589386404573577,TRUE,0.809734513274336,0.507126634818702,-60.6666666666667,46.7416666666667,0.955752212389381,Small,National Park,Government
639,116,4158.59290667606,0.676662513296161,59,1908.9758094114,0.000301150286645182,0,0.000441871937687381,0.0001407216510422,Bamingui-Bangoran,National Park,National,II,Not Reported,Designated,1933,CAF,11191.1734540481,Africa,II,-0.000301150286645182,0.238938053097345,0.964601769911504,0.601769911504425,0.972868217054264,0.0186388910642963,FALSE,0.0309734513274336,0.507126634818702,19.6905172413793,8.11465517241379,0.0486725663716814,Large,National Park,Other governance
736,8,324.918434892833,0.954338909916659,8,324.918434892833,0.167923603160707,0.417588787382873,0.539715643269833,0.371792040109126,Aso kuju,National Park,National,V,Federal or national ministry or agency,Designated,2020,JPN,731.542796713119,Asia,V,-0.167923603160707,0.946902654867257,0.513274336283186,0.730088495575221,0.0581395348837209,0.694553214817135,TRUE,0.951327433628319,0.507126634818702,131.125,32.975,0.97787610619469,Small,National Park,Government
801,77,3195.50970462917,0.368210600844167,5,211.296083662203,0.0230837967809509,0,0.0355649596076831,0.0124811628267322,Gorongoza,Buffer Zone,National,VI,Collaborative governance,Designated,2010,MOZ,9446.43677224974,Africa,VI,-0.0230837967809509,0.0132743362831858,0.261061946902655,0.13716814159292,0.422480620155039,0.0843644764664422,FALSE,0.615044247787611,0.507126634818702,34.4422077922078,-18.6551948051948,0.225663716814159,Large,Other designations,Other governance
803,5,165.789769935741,0.923496543156102,5,165.789769935741,0.0474822406012152,0.10132234286348,0.0715552870647628,0.0240730464635477,Langtang,National Park,National,II,Federal or national ministry or agency,Designated,1976,NPL,1658.55530841241,Asia,II,-0.0474822406012152,0.867256637168142,0.146017699115044,0.506637168141593,0.321705426356589,0.360922938366356,FALSE,0.712389380530973,0.507126634818702,85.41,28.05,0.761061946902655,Small,National Park,Government
819,43,715.91279518349,0.779764084315407,25,430.523097400568,0.0210823663530053,0,0.0314147448620125,0.0103323785090073,Kainji Lake,National Park,National,II,Federal or national ministry or agency,Designated,1979,NGA,5824.45366174184,Africa,II,-0.0210823663530053,0.411504424778761,0.641592920353982,0.526548672566372,0.437984496124031,0.316861148093038,FALSE,0.601769911504425,0.507126634818702,4.22906976744187,10.0174418604651,0.676991150442478,Large,National Park,Government
960,12,172.698829327618,0.810628712434045,6,78.9093023678491,0.153512455407576,0.816665943278241,0.671947740752118,0.518435285344542,Eryri,National Park,National,V,Sub-national ministry or agency,Designated,1951,GBR,2140.05406275304,Europe,V,-0.153512455407576,0.548672566371681,0.0132743362831858,0.280973451327434,0.0813953488372093,0.261081525569739,FALSE,0.929203539823009,0.507126634818702,-3.75833333333332,52.8083333333333,0.592920353982301,Medium,National Park,Government
983,9,270.561732437453,0.870861578749253,9,270.561732437453,0.178932498113008,0.505880629633217,0.347582079930228,0.16864958181722,Grand Teton,National Park,National,II,Federal or national ministry or agency,Designated,1929,USA,1115.77689905493,Americas,II,-0.178932498113008,0.747787610619469,0.384955752212389,0.566371681415929,0.0465116279069768,0.543817056934764,TRUE,0.960176991150442,0.507126634818702,-110.794444444444,43.7833333333333,0.938053097345133,Small,National Park,Government
990,8,498.16054390902,0.928885730125075,8,498.16054390902,0.2291184391664,0.280962866559652,0.678314782166084,0.449196342999684,Crater Lake,National Park,National,II,Federal or national ministry or agency,Designated,1902,USA,740.735903513612,Americas,II,-0.2291184391664,0.88495575221239,0.743362831858407,0.814159292035398,0.0155038759689922,0.80335186780484,TRUE,0.986725663716814,0.507126634818702,-122.15,42.95,1,Small,National Park,Government
1009,49,1036.65565024773,0.882323780089933,38,871.737265005968,0.00315398232779562,0,0.00488796443549749,0.00173398210770187,Katmai Bay,National Park,National,II,Federal or national ministry or agency,Designated,1980,USA,14666.6650936759,Americas,II,-0.00315398232779562,0.787610619469027,0.876106194690266,0.831858407079646,0.744186046511628,0.231889732946981,FALSE,0.278761061946903,0.507126634818702,-154.839795918367,58.5928571428572,0.530973451327434,Large,National Park,Government
1094,11,399.371019291256,0.854433617106952,10,366.37878757311,0.00249156094668276,0,0.00366025958774644,0.00116869864106368,Lavushi Manda,National Park,National,II,Federal or national ministry or agency,Designated,1972,ZMB,1576.19028608542,Africa,II,-0.00249156094668276,0.685840707964602,0.597345132743363,0.641592920353982,0.767441860465116,0.164656590179341,FALSE,0.256637168141593,0.507126634818702,30.9045454545455,-12.2681818181818,0.376106194690265,Small,National Park,Government
1337,11,769.815716049447,0.82945270571246,8,490.982344183892,0.0545649710077572,0,0.0823864403278569,0.0278214693200996,Mts. Iglit-Baco Natural Park,Natural Park,National,II,Federal or national ministry or agency,Designated,2018,PHL,1066.41909254128,Asia,II,-0.0545649710077572,0.597345132743363,0.725663716814159,0.661504424778761,0.290697674418605,0.485883781032188,FALSE,0.734513274336283,0.507126634818702,121.159090909091,12.7863636363636,0.880530973451327,Small,Other designations,Government
1406,15,841.592874152751,0.771150249274806,6,331.60798858736,0.00596861607004282,0,0.0245929480117689,0.018624331941726,Mae Tuen,Wildlife Sanctuary,National,Ia,Federal or national ministry or agency,Designated,1978,THA,1239.337359229,Asia,Ia,-0.00596861607004282,0.389380530973451,0.517699115044248,0.45353982300885,0.627906976744186,0.182620017229227,FALSE,0.402654867256637,0.507126634818702,98.73,17.2833333333333,0.407079646017699,Small,Other designations,Government
1917,7,390.440614286489,0.855423131849851,6,332.007220385187,0.00215470514036751,0,0.00878231728463299,0.00662761214426548,Muara Kaman Sedulang,Nature Reserve,National,Ia,Federal or national ministry or agency,Designated,0,IDN,1478.87789993212,Asia,Ia,-0.00215470514036751,0.694690265486726,0.52212389380531,0.608407079646018,0.794573643410853,0.137295402928969,FALSE,0.225663716814159,0.507126634818702,110.392857142857,-2.63571428571429,0.327433628318584,Small,Nature/Forest Reserve,Government
2262,26,1102.62052542348,0.568841378091853,8,281.953931060138,0.000140054109761796,0,0.000278188994537387,0.000138134884775591,Gribingui-Bamingui,Faunal Reserve,National,IV,Not Reported,Designated,1940,CAF,4321.52290784529,Africa,IV,-0.000140054109761796,0.123893805309735,0.415929203539823,0.269911504424779,1,0,FALSE,0,0.507126634818702,19.2269230769231,7.79615384615384,0,Large,Nature/Forest Reserve,Other governance
2266,29,967.57310101547,0.699629699718461,9,304.491677042739,0.00198366597319312,0,0.00394745688820374,0.00196379091501061,Léfini,Wildlife Reserve,National,IV,Federal or national ministry or agency,Designated,2008,COG,3497.79562135212,Africa,IV,-0.00198366597319312,0.256637168141593,0.464601769911505,0.360619469026549,0.813953488372093,0.073400422899209,FALSE,0.20353982300885,0.507126634818702,15.4327586206897,-2.75344827586207,0.185840707964602,Medium,Nature/Forest Reserve,Government
3275,9,554.887088349199,0.805683486686834,5,260.88888698581,0.155955924085668,0,0.452863410738623,0.296907486652955,Yaba-Hita-Hikosan,Quasi National Park,National,V,Sub-national ministry or agency,Designated,1950,JPN,848.126054279782,Asia,V,-0.155955924085668,0.508849557522124,0.358407079646018,0.433628318584071,0.0775193798449612,0.404847677970084,FALSE,0.933628318584071,0.507126634818702,131.094444444444,33.3277777777778,0.800884955752212,Small,National Park,Government
4106,16,610.545918825698,0.711927897788248,8,360.876577785012,0.0025126892138733,0,0.00386973757987399,0.00135704836600069,Bangweulu,Game Management Area,National,VI,Collaborative governance,Designated,1971,ZMB,6650.30723729126,Africa,VI,-0.0025126892138733,0.269911504424779,0.584070796460177,0.426991150442478,0.763565891472868,0.111471141044718,FALSE,0.261061946902655,0.507126634818702,30.65,-12.125,0.283185840707965,Large,Other designations,Other governance
4176,97,2852.81729641705,0.655035919525024,24,714.561061210924,0.00346657235089524,0,0.00521928872760184,0.0017527163767066,SPATSIZI PLATEAU WILDERNESS PARK,A - Park,National,II,Sub-national ministry or agency,Designated,1975,CAN,6963.48770627735,Americas,II,-0.00346657235089524,0.207964601769912,0.823008849557522,0.515486725663717,0.717054263565892,0.157383115357506,FALSE,0.305309734513274,0.507126634818702,-128.578865979381,57.6087628865979,0.358407079646018,Large,Other designations,Government
5081,110,1923.4279389286,0.637538544996741,18,342.415794846003,0.00158274929609529,0,0.00232439568877225,0.000741646392676968,Mavinga National Park,National Park,National,II,Not Reported,Designated,2011,AGO,42257.6763424122,Africa,II,-0.00158274929609529,0.176991150442478,0.544247787610619,0.360619469026549,0.833333333333333,0.0654221160623385,FALSE,0.18141592920354,0.507126634818702,20.4436363636364,-15.8127272727273,0.176991150442478,Large,National Park,Other governance
6260,19,667.341784926118,0.749119149097897,10,290.757804265841,0.112313472157048,1,0.834960552728939,0.722647080571891,Morvan,Regional Nature Park,National,V,Federal or national ministry or agency,Designated,1970,FRA,3249.57038389089,Europe,V,-0.112313472157048,0.327433628318584,0.446902654867257,0.38716814159292,0.162790697674419,0.332347873756755,FALSE,0.858407079646018,0.507126634818702,4.06578947368422,47.1184210526316,0.699115044247788,Medium,Other designations,Government
6295,5,78.3354230233804,0.901181056987682,5,78.3354230233804,0.101511479056052,1,0.864678747039369,0.763167267983316,Armorique,Regional Nature Park,National,V,Federal or national ministry or agency,Designated,1969,FRA,1258.88858891924,Europe,V,-0.101511479056052,0.81858407079646,0.00884955752212389,0.413716814159292,0.189922480620155,0.344153810008615,FALSE,0.831858407079646,0.507126634818702,-3.98999999999999,48.37,0.730088495575221,Small,Other designations,Government
6308,11,319.439133753461,0.905884518101221,11,319.439133753461,0.0346740686675333,0.918472147070074,0.962431544683888,0.927757476016355,Volcans D\'Auvergne,Regional Nature Park,National,V,Federal or national ministry or agency,Designated,1977,FRA,3895.29097298237,Europe,V,-0.0346740686675333,0.831858407079646,0.486725663716814,0.65929203539823,0.36046511627907,0.443417652126243,FALSE,0.672566371681416,0.507126634818702,2.90454545454547,45.5954545454546,0.831858407079646,Large,Other designations,Government
10087,5,121.787925149067,0.936875704411907,5,121.787925149067,0.0255512411617566,0,0.0512381333581491,0.0256868921963925,Dhorpatan,Hunting Reserve,National,VI,Federal or national ministry or agency,Designated,1987,NPL,1192.46123900945,Asia,VI,-0.0255512411617566,0.902654867256637,0.0707964601769912,0.486725663716814,0.403100775193798,0.305818779857467,FALSE,0.628318584070796,0.507126634818702,82.95,28.61,0.650442477876106,Small,Nature/Forest Reserve,Government
10091,8,222.014796217553,0.901206795481149,7,184.667230522845,0.0363151014078902,0.264374166975253,0.0738899537496896,0.0375748523417994,Annapurna,Conservation Area,National,VI,Non-profit organisations,Designated,1992,NPL,7761.66623339001,Asia,VI,-0.0363151014078902,0.823008849557522,0.207964601769912,0.515486725663717,0.348837209302326,0.351260866160232,FALSE,0.68141592920354,0.507126634818702,83.975,28.3875,0.743362831858407,Large,Other designations,Other governance
10772,44,3699.13074783237,0.521038603958898,15,807.76923485682,0.00732499358246781,0,0.013275611717244,0.00595061813477617,Sur del Estado Bolívar,Protective Zone (ZP),National,VI,Collaborative governance,Designated,1975,VEN,49854.9850602024,Americas,VI,-0.00732499358246781,0.084070796460177,0.867256637168142,0.475663716814159,0.608527131782946,0.202051844310439,FALSE,0.424778761061947,0.507126634818702,-62.4340909090909,5.42272727272727,0.438053097345133,Large,Other designations,Other governance
10781,72,7181.71419701785,0.498883722139061,15,758.242838628884,0.0163571224768857,0,0.0289797540868607,0.012622631609975,Sipapo,Forest Reserve (RF),National,VI,Federal or national ministry or agency,Designated,1963,VEN,19831.279046813,Americas,VI,-0.0163571224768857,0.0663716814159292,0.84070796460177,0.45353982300885,0.465116279069768,0.260885738898896,FALSE,0.575221238938053,0.507126634818702,-67.3888888888889,5.25694444444444,0.588495575221239,Large,Nature/Forest Reserve,Government
10782,7,470.669804801069,0.947826695721376,7,470.669804801069,0.0116608815430887,0,0.0172128301767607,0.00555194863367192,San Camilo,Forest Reserve (RF),National,VI,Federal or national ministry or agency,Designated,1961,VEN,667.980023605995,Americas,VI,-0.0116608815430887,0.929203539823009,0.707964601769912,0.81858407079646,0.538759689922481,0.40929203539823,FALSE,0.5,0.507126634818702,-71.4785714285714,7.19285714285714,0.809734513274336,Small,Nature/Forest Reserve,Government
10783,11,536.173204429232,0.804732397708637,6,266.785932651812,0.00931591477440369,0,0.0183657375012088,0.00904982272680508,Caparo,Forest Reserve (RF),National,VI,Federal or national ministry or agency,Designated,1961,VEN,1750.6912220661,Americas,VI,-0.00931591477440369,0.504424778761062,0.371681415929204,0.438053097345133,0.573643410852713,0.201581956300415,FALSE,0.460176991150443,0.507126634818702,-70.7772727272727,7.42272727272726,0.433628318584071,Medium,Nature/Forest Reserve,Government
10787,9,802.003675410598,0.667708997363732,5,355.422839641706,0.00196859334972355,0,0.00385712964449853,0.00188853629477498,La Paragua,Forest Reserve (RF),National,VI,Federal or national ministry or agency,Designated,1968,VEN,8462.98818880911,Americas,VI,-0.00196859334972355,0.225663716814159,0.570796460176991,0.398230088495575,0.817829457364341,0.0792936016915968,FALSE,0.199115044247788,0.507126634818702,-63.2611111111111,6.51666666666666,0.221238938053097,Large,Nature/Forest Reserve,Government
10795,18,1809.67142637726,0.808000673469871,12,1191.08131718749,0.00199391765297028,0,0.00811473892599171,0.00612082127302143,Reserva Biológica Do Gurupi,Biological Reserve,National,Ia,Sub-national ministry or agency,Designated,1988,BRA,2714.63547973409,Americas,Ia,-0.00199391765297028,0.530973451327434,0.929203539823009,0.730088495575221,0.806201550387597,0.155063043308012,FALSE,0.212389380530973,0.507126634818702,-46.6666666666667,-3.66666666666667,0.345132743362832,Medium,Nature/Forest Reserve,Government
11597,10,344.628163288764,0.877572597385701,8,281.061674266084,0.0124473500287562,0,0.0204140349542811,0.00796668492552486,Kashimbila,Game Reserve,National,IV,Sub-national ministry or agency,Designated,1977,NGA,1065.27994170302,Africa,IV,-0.0124473500287562,0.765486725663717,0.411504424778761,0.588495575221239,0.523255813953488,0.302059675777273,FALSE,0.513274336283186,0.507126634818702,9.91000000000001,6.89999999999999,0.641592920353982,Small,Nature/Forest Reserve,Government
12162,10,360.105599840353,0.849256376607633,6,232.471961495299,0.097307050823466,1,0.821742895742487,0.724435844919021,Landes De Gascogne,Regional Nature Park,National,V,Federal or national ministry or agency,Designated,1970,FRA,3613.36338391136,Europe,V,-0.097307050823466,0.65929203539823,0.29646017699115,0.47787610619469,0.205426356589147,0.39329626439032,FALSE,0.823008849557522,0.507126634818702,-0.869999999999987,44.58,0.792035398230089,Medium,Other designations,Government
18561,68,2839.99760066153,0.619961217710245,9,356.979919766159,0.00288061783909825,0,0.00445955831329551,0.00157894047419726,Opasquia Provincial Park,Provincial Park,National,Ib,Sub-national ministry or agency,Designated,1983,CAN,4652.33015042329,Americas,Ib,-0.00288061783909825,0.15929203539823,0.575221238938053,0.367256637168142,0.751937984496124,0.0991267914480382,FALSE,0.269911504424779,0.507126634818702,-93.0676470588235,53.5308823529412,0.247787610619469,Large,Other designations,Government
18658,20,703.289034143129,0.607248435838514,5,177.783951550373,0.00326983466668914,0,0.00506376988775612,0.00179393522106698,STIKINE RIVER PARK,A - Park,National,Ib,Sub-national ministry or agency,Designated,1987,CAN,2576.17621666077,Americas,Ib,-0.00326983466668914,0.13716814159292,0.185840707964602,0.161504424778761,0.736434108527132,0.0464503876576083,FALSE,0.287610619469027,0.507126634818702,-129.165,58.02,0.13716814159292,Medium,Other designations,Government
19950,7,249.089751919884,0.826392629689708,5,182.329717493129,0.00424616437666587,0,0.00624164551804807,0.00199548114138219,Pipestone River Provincial Park,Provincial Park,National,II,Sub-national ministry or agency,Designated,1989,CAN,965.878995049084,Americas,II,-0.00424616437666587,0.588495575221239,0.199115044247788,0.393805309734513,0.682170542635659,0.135915106899522,FALSE,0.345132743362832,0.507126634818702,-90.3071428571429,52.3357142857143,0.323008849557522,Small,Other designations,Government
20067,42,2359.79524082227,0.641903725018484,6,332.250182092001,0.0316075755395871,0.18950351046998,0.0638970694805631,0.032289493940976,Piedemonte Norte Cordillera Andina y Serranía Misoa Trujillo,Protective Zone (ZP),National,VI,Federal or national ministry or agency,Designated,1974,VEN,6486.21389488673,Americas,VI,-0.0316075755395871,0.18141592920354,0.530973451327434,0.356194690265487,0.383720930232558,0.231684156942595,FALSE,0.650442477876106,0.507126634818702,-70.6047619047619,9.77380952380952,0.526548672566372,Large,Other designations,Government
20069,13,452.19633136947,0.759412774763469,5,157.140836768601,0.0113846290708034,0,0.0224910503521968,0.0111064212813934,Cuenca Alta y Media del Río Pao,Protective Zone (ZP),National,VI,Federal or national ministry or agency,Designated,1974,VEN,2732.88815559377,Americas,VI,-0.0113846290708034,0.358407079646018,0.128318584070796,0.243362831858407,0.542635658914729,0.120604589239565,FALSE,0.495575221238938,0.507126634818702,-68.05,9.74999999999999,0.300884955752212,Medium,Other designations,Government
20070,36,2632.306854461,0.667954187879985,18,1145.50453293846,0.0326076707018898,0,0.0656197411391691,0.0330120704372794,Macizo Montañoso del Turimiquire,Protective Zone (ZP),National,VI,Federal or national ministry or agency,Designated,1974,VEN,5089.80131686896,Americas,VI,-0.0326076707018898,0.230088495575221,0.924778761061947,0.577433628318584,0.372093023255814,0.383252408176051,FALSE,0.663716814159292,0.507126634818702,-63.9805555555556,10.1638888888889,0.778761061946903,Large,Other designations,Government
20077,40,2623.81212828588,0.633958363084491,6,309.98499954567,0.0313885943291426,0,0.0592284299299284,0.0278398356007857,Cuenca Alta del Río Cojedes,Protective Zone (ZP),National,VI,Federal or national ministry or agency,Designated,1974,VEN,5235.76376222772,Americas,VI,-0.0313885943291426,0.172566371681416,0.469026548672566,0.320796460176991,0.387596899224806,0.207240191087791,FALSE,0.646017699115044,0.507126634818702,-68.525,10.2775,0.455752212389381,Large,Other designations,Government
20081,9,499.195242966441,0.855100176377496,8,436.343718575505,0.0494053698795966,0.061017224209438,0.102987938210422,0.0535825683308255,"Sur - Este del Lago de Maracaibo, Santo Domingo - Motatan",Protective Zone (ZP),National,VI,Federal or national ministry or agency,Designated,1974,VEN,3668.44615657794,Americas,VI,-0.0494053698795966,0.690265486725664,0.654867256637168,0.672566371681416,0.310077519379845,0.482105098284909,FALSE,0.716814159292035,0.507126634818702,-70.6388888888889,9.17222222222222,0.871681415929204,Medium,Other designations,Government
20088,19,1080.60564825494,0.876352865251127,12,785.364606474866,0.0343211447129482,0,0.0703658533889459,0.0360447086759977,Zona Sur Lago de Maracaibo,National Hydraulic Reserve (RNH),National,VI,Collaborative governance,Designated,1974,VEN,8999.48271840684,Americas,VI,-0.0343211447129482,0.756637168141593,0.86283185840708,0.809734513274336,0.364341085271318,0.541017307541703,TRUE,0.668141592920354,0.507126634818702,-71.8657894736842,8.50263157894736,0.929203539823009,Large,Nature/Forest Reserve,Other governance
20091,6,280.533033499883,0.818395054297848,5,243.366732274976,0.0690726175132869,0,0.147417047843403,0.0783444303301156,"Distritos Maturín. Cedeño, Piar y Caripe del Estado Monagas y de los Distritos Mates y Rivero del Estado Sucre",National Hydraulic Reserve (RNH),National,VI,Collaborative governance,Designated,1976,VEN,1896.90077067996,Americas,VI,-0.0690726175132869,0.579646017699115,0.331858407079646,0.455752212389381,0.25968992248062,0.346855666066254,FALSE,0.761061946902655,0.507126634818702,-63.4833333333333,9.81666666666666,0.738938053097345,Medium,Nature/Forest Reserve,Other governance
26606,5,170.278522219638,0.925922347814155,5,170.278522219638,0.0303590389227674,0,0.0452434398115008,0.0148844008887334,Makalu-Barun,National Park,National,II,Federal or national ministry or agency,Designated,1991,NPL,1387.72906722772,Asia,II,-0.0303590389227674,0.876106194690266,0.168141592920354,0.52212389380531,0.391472868217054,0.334990993813141,FALSE,0.641592920353982,0.507126634818702,87.11,27.61,0.707964601769912,Small,National Park,Government
30618,27,1905.44840684549,0.832256780511775,21,1396.17982551786,0.128184390218609,0,0.2078969297905,0.0797125395718908,San Román,Biological Reserve,National,II,Federal or national ministry or agency,Designated,1995,GTM,3089.48752246173,Americas,II,-0.128184390218609,0.615044247787611,0.951327433628319,0.783185840707965,0.127906976744186,0.696550238859738,TRUE,0.889380530973451,0.507126634818702,-89.9907407407407,16.3537037037037,0.982300884955752,Medium,Nature/Forest Reserve,Government
61074,10,893.858839018019,0.887044511271036,10,893.858839018019,0.0161471889081211,0,0.0326718156832706,0.0165246267751495,Cerro Wawashang,Nature Reserve,National,IV,Federal or national ministry or agency,Designated,1991,NIC,2244.91055992147,Americas,IV,-0.0161471889081211,0.79646017699115,0.880530973451327,0.838495575221239,0.468992248062016,0.478610306210353,FALSE,0.570796460176991,0.507126634818702,-84.05,12.67,0.86283185840708,Medium,Nature/Forest Reserve,Government
62046,5,387.569221441583,0.980276859170139,5,387.569221441583,0.0110127819036312,0,0.0200330029605676,0.00902022105693645,Rus Rus,Biological Reserve,National,IV,Indigenous Peoples,Proposed,2002,HND,1162.44463501338,Americas,IV,-0.0110127819036312,0.995575221238938,0.615044247787611,0.805309734513274,0.554263565891473,0.388401597619234,FALSE,0.482300884955752,0.507126634818702,-84.53,14.81,0.787610619469027,Small,Nature/Forest Reserve,Community/Indigenous
62493,10,720.261470103331,0.725449343684935,5,318.019444581794,0.017475558439566,0,0.0348388320638593,0.0173632736242933,Sultan Adam,Grand Forest Park,National,VI,Sub-national ministry or agency,Designated,0,IDN,1161.03506349665,Asia,VI,-0.017475558439566,0.292035398230089,0.482300884955752,0.38716814159292,0.461240310077519,0.224420471454303,FALSE,0.579646017699115,0.507126634818702,115.11,-3.56000000000001,0.5,Small,Other designations,Government
66710,45,1838.00990963391,0.512742445813502,7,282.895666574053,0.00198545244913344,0,0.00291610801360368,0.000930655564470236,Proposed rivière Moisie Aquatic Reserve,Proposed aquatic reserve,National,II,Sub-national ministry or agency,Designated,2003,CAN,3945.72642690055,Americas,II,-0.00198545244913344,0.079646017699115,0.420353982300885,0.25,0.810077519379845,0.0519911504424779,FALSE,0.207964601769912,0.507126634818702,-66.5722222222222,51.5633333333333,0.146017699115044,Large,Nature/Forest Reserve,Government
93533,80,2395.45624836737,0.745615834028729,54,1333.22985831292,0.00110161979338987,0,0.00170413869089269,0.000602518897502824,Khan Khentii,Strictly Protected Area,National,Ib,Government-delegated management,Designated,1992,MNG,17468.4998461957,Asia,Ib,-0.00110161979338987,0.31858407079646,0.942477876106195,0.630530973451327,0.887596899224806,0.0781188816665362,FALSE,0.123893805309735,0.507126634818702,108.3775,49.02375,0.216814159292035,Large,Other designations,Government
99862,10,300.560746743596,0.878026875756374,9,273.703900877766,0.00181422734319346,0,0.00360986124042442,0.00179563389723096,Lessio-Louna,Wildlife Sanctuary,National,IV,Federal or national ministry or agency,Designated,2009,COG,1741.35752019713,Africa,IV,-0.00181422734319346,0.769911504424779,0.393805309734513,0.581858407079646,0.825581395348837,0.110707573028428,FALSE,0.190265486725664,0.507126634818702,15.4,-3.25000000000001,0.278761061946903,Medium,Other designations,Government
